Squad,Time,Comp,Round,Day,Venue,Result,GF,GA,penfor,penagainst,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Shooting_Standard_Gls,Shooting_Standard_Sh,Shooting_Standard_Sot,Shooting_Standard_Sot_Pct,Shooting_Standard_G_perSh,Shooting_Standard_G_perSot,Shooting_Standard_Dist,Shooting_Standard_Fk,Shooting_Standard_Pk,Shooting_Standard_Pkatt,Shooting_Expected_Npxg,Shooting_Expected_Npxg_perSh,Shooting_Expected_G_Xg,Shooting_Expected_Np_G_Xg,Keeper_Performance_Sota,Keeper_Performance_Ga,Keeper_Performance_Saves,Keeper_Performance_Save_Pct,Keeper_Performance_Cs,Keeper_Performance_Psxg,Keeper_Performance_Psxg_Plus_per,Keeper_Pkatt,Keeper_Pka,Keeper_Pksv,Keeper_Pkm,Keeper_Launched_Cmp,Keeper_Launched_Att,Keeper_Launched_Cmp_Pct,Keeper_Passes_Att,Keeper_Passes_Thr,Keeper_Passes_Launch_Pct,Keeper_Passes_Avglen,Keeper_Att,Keeper_Launch_Pct,Keeper_Avglen,Keeper_Crosses_Opp,Keeper_Crosses_Stp,Keeper_Crosses_Stp_Pct,Keeper_Sweeper_No_Opa,Keeper_Sweeper_Avgdist,Passing_Total_Cmp,Passing_Total_Att,Passing_Total_Cmp_Pct,Passing_Total_Totdist,Passing_Total_Prgdist,Passing_Short_Cmp,Passing_Short_Att,Passing_Short_Cmp_Pct,Passing_Medium_Cmp,Passing_Medium_Att,Passing_Medium_Cmp_Pct,Passing_Long_Cmp,Passing_Long_Att,Passing_Long_Cmp_Pct,Passing_Ast,Passing_Xag,Passing_Xa,Passing_Kp,Passing_One_Third,Passing_Ppa,Passing_Crspa,Passing_Prgp,Passing_Types_Live,Passing_Types_Dead,Passing_Types_Fk,Passing_Types_Tb,Passing_Types_Sw,Passing_Types_Crs,Passing_Types_Ti,Passing_Types_Ck,Passing_Types_In,Passing_Types_Out,Passing_Types_Str,Passing_Types_Outcomes_Off,Passing_Types_Outcomes_Blocks,Gca_Sca,Gca_Passlive,Gca_Passdead,Gca_To,Gca_Sh,Gca_Fld,Gca_Def,Gca_Gca,Defense_Tackles_Tkl,Defense_Tackles_Tklw,Defense_Tackles_Def_3Rd,Defense_Tackles_Mid_3Rd,Defense_Tackles_Att_3Rd,Defense_Challenges_Tkl,Defense_Challenges_Att,Defense_Challenges_Tkl_Pct,Defense_Challenges_Lost,Defense_Blocks,Defense_Blocks_Sh,Defense_Blocks_Pass,Defense_Int,Defense_Tkl_Plus_Int,Defense_Clr,Defense_Err,Possession_Touches,Possession_Touches_Def_Pen,Possession_Touches_Def_3Rd,Possession_Touches_Mid_3Rd,Possession_Touches_Att_3Rd,Possession_Touches_Att_Pen,Possession_Touches_Live,Possession_Take_Ons_Att,Possession_Take_Ons_Succ,Possession_Take_Ons_Succ_Pct,Possession_Take_Ons_Tkld,Possession_Take_Ons_Tkld_Pct,Possession_Carries,Possession_Carries_Totdist,Possession_Carries_Prgdist,Possession_Carries_Prgc,Possession_Carries_One_Third,Possession_Carries_Cpa,Possession_Carries_Mis,Possession_Carries_Dis,Possession_Receiving_Rec,Possession_Receiving_Prgr,Misc_Performance_Crdy,Misc_Performance_Crdr,Misc_Performance_2Crdy,Misc_Performance_Fls,Misc_Performance_Fld,Misc_Performance_Off,Misc_Performance_Pkwon,Misc_Performance_Pkcon,Misc_Performance_Og,Misc_Performance_Recov,Misc_Won,Misc_Lost,Misc_Won_Pct,Date
Liverpool,12:30,Premier League,Matchweek 13,Sat,Away,L,0.0,1.0,0,0,Nott'ham Forest,1.6,1.9,75.0,29245.0,James Milner,4-4-2,Paul Tierney,0.0,15.0,7.0,46.7,0.0,0.0,10.4,0.0,0.0,0.0,1.6,0.11,-1.6,-1.6,7.0,1.0,6.0,85.7,0.0,2.9,1.9,0.0,0.0,0.0,0.0,1.0,1.0,100.0,23.0,7.0,4.3,22.7,1.0,0.0,22.0,8.0,0.0,0.0,0.0,15.0,641.0,758.0,84.6,11489.0,3564.0,283.0,314.0,90.1,281.0,314.0,89.5,66.0,96.0,68.8,0.0,1.5,1.9,13.0,76.0,13.0,2.0,78.0,697.0,61.0,17.0,1.0,5.0,30.0,30.0,11.0,3.0,8.0,0.0,0.0,16.0,27.0,17.0,6.0,1.0,2.0,1.0,0.0,0.0,14.0,7.0,3.0,6.0,5.0,5.0,11.0,45.5,6.0,8.0,2.0,6.0,4.0,18,7.0,0.0,862.0,34.0,169.0,446.0,250.0,32.0,862.0,13.0,5.0,38.5,4.0,30.8,561.0,2658.0,1534.0,16.0,20.0,1.0,17.0,15.0,637.0,77.0,1.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,54.0,11.0,11.0,50.0,2022-10-22
Liverpool,21:00,Champions League,Group stage,Wed,Away,W,3.0,0.0,0,0,nl Ajax,1.6,1.2,50.0,53327.0,Jordan Henderson,4-1-2-1-2◆,José Sánchez,3.0,13.0,5.0,38.5,0.23,0.6,14.6,0.0,0.0,0.0,1.6,0.12,1.4,1.4,1.0,0.0,1.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,4.0,4.0,100.0,30.0,6.0,13.3,24.5,7.0,0.0,17.0,10.0,1.0,10.0,1.0,14.0,497.0,588.0,84.5,7991.0,2826.0,242.0,260.0,93.1,188.0,223.0,84.3,40.0,69.0,58.0,3.0,1.6,2.1,12.0,23.0,9.0,4.0,41.0,551.0,36.0,6.0,6.0,4.0,20.0,18.0,4.0,0.0,4.0,0.0,1.0,6.0,25.0,23.0,2.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,5.0,7.0,2.0,5.0,8.0,62.5,3.0,12.0,2.0,10.0,12.0,26,10.0,0.0,681.0,61.0,237.0,324.0,126.0,17.0,681.0,10.0,5.0,50.0,5.0,50.0,396.0,1969.0,992.0,17.0,15.0,1.0,17.0,10.0,492.0,40.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,63.0,12.0,14.0,46.2,2022-10-26
Liverpool,19:45,Premier League,Matchweek 14,Sat,Home,L,1.0,2.0,0,0,Leeds United,1.7,1.8,68.0,53274.0,Virgil van Dijk,4-1-2-1-2◆,Michael Oliver,1.0,22.0,10.0,45.5,0.05,0.1,16.4,0.0,0.0,0.0,1.7,0.08,-0.7,-0.7,6.0,2.0,4.0,66.7,0.0,1.7,-0.3,0.0,0.0,0.0,0.0,7.0,10.0,70.0,36.0,8.0,27.8,27.3,5.0,0.0,18.6,13.0,1.0,7.7,2.0,15.6,591.0,745.0,79.3,11401.0,3885.0,220.0,256.0,85.9,287.0,335.0,85.7,69.0,117.0,59.0,1.0,1.7,1.4,19.0,61.0,13.0,1.0,79.0,699.0,46.0,3.0,3.0,6.0,37.0,21.0,14.0,2.0,11.0,0.0,0.0,19.0,40.0,29.0,4.0,3.0,3.0,0.0,1.0,2.0,17.0,9.0,12.0,4.0,1.0,8.0,12.0,66.7,4.0,17.0,2.0,15.0,9.0,26,16.0,1.0,884.0,54.0,210.0,455.0,222.0,43.0,884.0,24.0,12.0,50.0,9.0,37.5,459.0,2345.0,1192.0,20.0,8.0,7.0,22.0,12.0,583.0,76.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,73.0,15.0,15.0,50.0,2022-10-29
Liverpool,20:00,Champions League,Group stage,Tue,Home,W,2.0,0.0,0,0,it Napoli,2.4,0.4,52.0,52077.0,James Milner,4-3-3,Tobias Stieler,2.0,14.0,6.0,42.9,0.14,0.33,12.4,0.0,0.0,0.0,2.4,0.18,-0.4,-0.4,2.0,0.0,2.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,4.0,12.0,33.3,38.0,4.0,23.7,30.3,6.0,50.0,46.7,10.0,1.0,10.0,0.0,11.0,431.0,541.0,79.7,7260.0,2719.0,189.0,209.0,90.4,167.0,191.0,87.4,48.0,88.0,54.5,2.0,1.1,1.3,11.0,34.0,8.0,1.0,43.0,491.0,47.0,13.0,1.0,5.0,17.0,23.0,4.0,1.0,3.0,0.0,3.0,8.0,24.0,16.0,3.0,0.0,5.0,0.0,0.0,2.0,19.0,7.0,10.0,9.0,0.0,8.0,14.0,57.1,6.0,8.0,2.0,6.0,10.0,29,14.0,0.0,659.0,76.0,205.0,276.0,183.0,36.0,659.0,15.0,3.0,20.0,9.0,60.0,314.0,1713.0,795.0,16.0,16.0,9.0,24.0,13.0,429.0,43.0,3.0,0.0,0.0,18.0,9.0,3.0,0.0,0.0,0.0,61.0,11.0,15.0,42.3,2022-11-01
Liverpool,16:30,Premier League,Matchweek 15,Sun,Away,W,2.0,1.0,0,0,Tottenham,1.2,1.2,53.0,62008.0,Virgil van Dijk,4-1-2-1-2◆,Andy Madley,2.0,13.0,6.0,46.2,0.15,0.33,21.2,0.0,0.0,0.0,1.2,0.09,0.8,0.8,5.0,1.0,4.0,80.0,0.0,2.1,1.1,0.0,0.0,0.0,0.0,6.0,17.0,35.3,34.0,8.0,29.4,31.3,10.0,70.0,50.1,24.0,0.0,0.0,4.0,18.9,536.0,652.0,82.2,8820.0,3015.0,274.0,304.0,90.1,197.0,225.0,87.6,49.0,83.0,59.0,1.0,0.8,0.7,9.0,32.0,8.0,2.0,29.0,610.0,40.0,11.0,1.0,3.0,12.0,14.0,3.0,0.0,3.0,0.0,2.0,17.0,24.0,23.0,0.0,0.0,1.0,0.0,0.0,4.0,14.0,7.0,7.0,6.0,1.0,5.0,14.0,35.7,9.0,7.0,3.0,4.0,11.0,25,33.0,0.0,781.0,82.0,268.0,381.0,133.0,26.0,781.0,17.0,7.0,41.2,9.0,52.9,454.0,2019.0,931.0,17.0,13.0,7.0,17.0,6.0,532.0,29.0,0.0,0.0,0.0,8.0,10.0,2.0,0.0,0.0,0.0,61.0,12.0,14.0,46.2,2022-11-06
Liverpool,20:00,EFL Cup,Third round,Wed,Home,D,0.0,0.0,3,2,Derby County,0.0,0.0,74.0,52608.0,Joe Gomez,4-3-3,Tony Harrington,0.0,19.0,6.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-09
Liverpool,15:00,Premier League,Matchweek 16,Sat,Home,W,3.0,1.0,0,0,Southampton,1.9,1.1,60.0,53331.0,Virgil van Dijk,4-3-3,Simon Hooper,3.0,15.0,7.0,46.7,0.2,0.43,12.4,0.0,0.0,0.0,1.9,0.13,1.1,1.1,5.0,1.0,4.0,80.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,2.0,5.0,40.0,31.0,4.0,16.1,25.2,9.0,0.0,16.7,10.0,0.0,0.0,0.0,13.7,611.0,718.0,85.1,10395.0,3750.0,288.0,319.0,90.3,243.0,272.0,89.3,58.0,87.0,66.7,3.0,1.9,1.8,14.0,36.0,12.0,5.0,47.0,670.0,48.0,10.0,3.0,3.0,23.0,21.0,6.0,1.0,5.0,0.0,0.0,7.0,29.0,20.0,5.0,1.0,1.0,1.0,1.0,6.0,12.0,5.0,4.0,6.0,2.0,3.0,10.0,30.0,7.0,6.0,1.0,5.0,7.0,19,14.0,0.0,804.0,76.0,285.0,386.0,135.0,25.0,804.0,16.0,8.0,50.0,5.0,31.3,478.0,2116.0,1035.0,15.0,10.0,5.0,19.0,12.0,607.0,47.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,53.0,11.0,9.0,55.0,2022-11-12
Liverpool,20:00,EFL Cup,Fourth round,Thu,Away,L,2.0,3.0,0,0,Manchester City,0.0,0.0,44.0,47149.0,James Milner,4-3-3,David Coote,2.0,7.0,2.0,28.6,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-22
Liverpool,17:30,Premier League,Matchweek 17,Mon,Away,W,3.0,1.0,0,0,Aston Villa,2.7,1.4,52.0,42085.0,Jordan Henderson,4-3-3,Paul Tierney,3.0,16.0,9.0,56.3,0.19,0.33,17.0,0.0,0.0,0.0,2.7,0.17,0.3,0.3,6.0,1.0,5.0,83.3,0.0,1.7,0.7,0.0,0.0,0.0,0.0,2.0,4.0,50.0,29.0,8.0,13.8,27.6,3.0,0.0,27.0,16.0,0.0,0.0,1.0,21.0,447.0,554.0,80.7,8359.0,3026.0,196.0,215.0,91.2,179.0,213.0,84.0,64.0,96.0,66.7,2.0,1.9,1.4,11.0,32.0,13.0,2.0,32.0,516.0,35.0,9.0,6.0,7.0,14.0,15.0,6.0,3.0,3.0,0.0,3.0,10.0,28.0,21.0,2.0,2.0,1.0,1.0,1.0,6.0,19.0,7.0,11.0,5.0,3.0,10.0,15.0,66.7,5.0,8.0,3.0,5.0,11.0,30,24.0,0.0,678.0,76.0,232.0,326.0,127.0,34.0,678.0,12.0,3.0,25.0,8.0,66.7,352.0,1580.0,842.0,16.0,13.0,9.0,16.0,4.0,445.0,32.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,62.0,8.0,5.0,61.5,2022-12-26
Liverpool,20:00,Premier League,Matchweek 18,Fri,Home,W,2.0,1.0,0,0,Leicester City,2.2,1.0,57.0,53343.0,Jordan Henderson,4-3-3,Craig Pawson,0.0,21.0,5.0,23.8,0.0,0.0,18.4,1.0,0.0,0.0,2.2,0.11,-2.2,-2.2,2.0,1.0,1.0,50.0,0.0,1.4,0.4,0.0,0.0,0.0,0.0,6.0,9.0,66.7,37.0,5.0,21.6,30.6,6.0,16.7,37.2,8.0,0.0,0.0,4.0,24.6,521.0,641.0,81.3,9748.0,3381.0,211.0,234.0,90.2,243.0,287.0,84.7,56.0,93.0,60.2,0.0,1.9,0.7,15.0,43.0,10.0,2.0,55.0,589.0,50.0,19.0,4.0,8.0,27.0,19.0,4.0,2.0,2.0,0.0,2.0,10.0,35.0,26.0,3.0,1.0,2.0,3.0,0.0,0.0,18.0,12.0,9.0,8.0,1.0,12.0,19.0,63.2,7.0,14.0,2.0,12.0,11.0,29,10.0,0.0,742.0,72.0,222.0,345.0,179.0,24.0,742.0,16.0,7.0,43.8,6.0,37.5,384.0,2169.0,1197.0,25.0,13.0,4.0,10.0,8.0,516.0,54.0,0.0,0.0,0.0,8.0,15.0,2.0,0.0,0.0,0.0,59.0,7.0,8.0,46.7,2022-12-30
Liverpool,17:30,Premier League,Matchweek 19,Mon,Away,L,1.0,3.0,0,0,Brentford,2.0,1.7,72.0,17163.0,Virgil van Dijk,4-3-3,Stuart Attwell,1.0,16.0,5.0,31.3,0.06,0.2,15.3,0.0,0.0,0.0,2.0,0.12,-1.0,-1.0,7.0,3.0,5.0,57.1,0.0,2.3,0.3,0.0,0.0,0.0,0.0,2.0,7.0,28.6,29.0,5.0,20.7,27.3,4.0,25.0,30.5,12.0,0.0,0.0,3.0,26.6,579.0,716.0,80.9,9135.0,3095.0,325.0,361.0,90.0,187.0,225.0,83.1,48.0,89.0,53.9,1.0,1.6,1.9,12.0,60.0,23.0,5.0,54.0,656.0,56.0,11.0,2.0,7.0,27.0,28.0,9.0,1.0,7.0,0.0,4.0,8.0,31.0,21.0,4.0,1.0,4.0,1.0,0.0,2.0,9.0,5.0,0.0,8.0,1.0,2.0,4.0,50.0,2.0,9.0,1.0,8.0,4.0,13,16.0,2.0,828.0,52.0,165.0,404.0,266.0,42.0,828.0,20.0,13.0,65.0,5.0,25.0,506.0,2976.0,1445.0,27.0,31.0,2.0,21.0,12.0,578.0,54.0,3.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,1.0,63.0,16.0,15.0,51.6,2023-01-02
Liverpool,20:00,FA Cup,Third round proper,Sat,Home,D,2.0,2.0,0,0,Wolves,0.0,0.0,64.0,52636.0,Jordan Henderson,4-3-3,Andy Madley,2.0,10.0,3.0,30.0,0.2,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-07
Liverpool,15:00,Premier League,Matchweek 20,Sat,Away,L,0.0,3.0,0,0,Brighton,1.0,1.9,39.0,31645.0,Jordan Henderson,4-1-2-1-2◆,Darren England,0.0,6.0,2.0,33.3,0.0,0.0,12.8,0.0,0.0,0.0,1.0,0.17,-1.0,-1.0,8.0,3.0,5.0,62.5,0.0,2.1,-0.9,0.0,0.0,0.0,0.0,3.0,7.0,42.9,28.0,9.0,25.0,26.9,4.0,0.0,17.8,15.0,1.0,6.7,3.0,19.2,372.0,447.0,83.2,6497.0,2427.0,164.0,188.0,87.2,161.0,183.0,88.0,36.0,60.0,60.0,0.0,1.0,0.8,6.0,19.0,7.0,1.0,28.0,411.0,34.0,13.0,2.0,2.0,4.0,12.0,1.0,0.0,1.0,0.0,2.0,1.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,12.0,11.0,6.0,2.0,5.0,15.0,33.3,10.0,13.0,5.0,8.0,16.0,35,24.0,1.0,561.0,73.0,247.0,241.0,76.0,15.0,561.0,11.0,5.0,45.5,5.0,45.5,299.0,1619.0,624.0,6.0,3.0,5.0,19.0,11.0,368.0,28.0,3.0,0.0,0.0,15.0,9.0,2.0,0.0,0.0,0.0,55.0,5.0,7.0,41.7,2023-01-14
Liverpool,19:45,FA Cup,Third round proper,Tue,Away,W,1.0,0.0,0,0,Wolves,0.0,0.0,42.0,30948.0,James Milner,4-3-3,Andre Marriner,1.0,7.0,2.0,28.6,0.14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-17
Liverpool,12:30,Premier League,Matchweek 21,Sat,Home,D,0.0,0.0,0,0,Chelsea,1.4,1.6,48.0,53126.0,James Milner,4-3-3,Michael Oliver,0.0,15.0,3.0,20.0,0.0,0.0,15.5,0.0,0.0,0.0,1.4,0.09,-1.4,-1.4,2.0,0.0,2.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,5.0,20.0,40.0,7.0,7.5,24.7,11.0,18.2,25.5,13.0,2.0,15.4,2.0,13.8,401.0,535.0,75.0,7052.0,2608.0,186.0,222.0,83.8,173.0,206.0,84.0,36.0,78.0,46.2,0.0,0.8,0.6,7.0,36.0,7.0,2.0,44.0,481.0,49.0,10.0,0.0,3.0,24.0,22.0,5.0,0.0,4.0,0.0,5.0,15.0,26.0,20.0,1.0,1.0,1.0,0.0,3.0,0.0,18.0,13.0,7.0,7.0,4.0,5.0,10.0,50.0,5.0,16.0,3.0,13.0,15.0,33,13.0,0.0,655.0,73.0,229.0,266.0,165.0,33.0,655.0,23.0,9.0,39.1,11.0,47.8,352.0,1743.0,1143.0,20.0,11.0,6.0,9.0,10.0,400.0,43.0,3.0,0.0,0.0,16.0,9.0,5.0,0.0,0.0,0.0,64.0,12.0,18.0,40.0,2023-01-21
Liverpool,13:30,FA Cup,Fourth round proper,Sun,Away,L,1.0,2.0,0,0,Brighton,0.0,0.0,44.0,31675.0,Andrew Robertson,4-3-3,David Coote,1.0,8.0,2.0,25.0,0.13,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-29
Liverpool,15:00,Premier League,Matchweek 22,Sat,Away,L,0.0,3.0,0,0,Wolves,1.8,2.0,59.0,31664.0,Andrew Robertson,4-3-3,Paul Tierney,0.0,22.0,2.0,9.1,0.0,0.0,19.5,1.0,0.0,0.0,1.8,0.09,-1.8,-1.8,5.0,3.0,3.0,40.0,0.0,1.7,-0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,3.0,3.2,17.1,4.0,0.0,13.5,2.0,0.0,0.0,2.0,33.0,500.0,614.0,81.4,8147.0,2590.0,240.0,273.0,87.9,208.0,241.0,86.3,39.0,71.0,54.9,0.0,1.4,0.8,15.0,41.0,13.0,1.0,48.0,555.0,57.0,9.0,1.0,3.0,32.0,33.0,7.0,0.0,5.0,1.0,2.0,8.0,38.0,28.0,1.0,1.0,6.0,1.0,1.0,0.0,10.0,7.0,0.0,7.0,3.0,4.0,10.0,40.0,6.0,10.0,2.0,8.0,10.0,20,8.0,2.0,723.0,42.0,188.0,334.0,207.0,34.0,723.0,15.0,5.0,33.3,3.0,20.0,420.0,2299.0,1278.0,27.0,22.0,7.0,17.0,13.0,494.0,48.0,1.0,0.0,0.0,7.0,9.0,2.0,0.0,0.0,1.0,59.0,16.0,14.0,53.3,2023-02-04
Liverpool,20:00,Premier League,Matchweek 23,Mon,Home,W,2.0,0.0,0,0,Everton,2.3,0.4,59.0,53027.0,Jordan Henderson,4-3-3,Simon Hooper,2.0,15.0,6.0,40.0,0.13,0.33,16.7,1.0,0.0,0.0,2.3,0.16,-0.3,-0.3,1.0,0.0,1.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,1.0,2.0,50.0,29.0,6.0,3.4,18.1,4.0,25.0,24.8,8.0,1.0,12.5,0.0,10.0,534.0,639.0,83.6,8893.0,2861.0,238.0,270.0,88.1,225.0,252.0,89.3,41.0,70.0,58.6,1.0,1.5,0.5,11.0,32.0,9.0,0.0,53.0,585.0,50.0,17.0,0.0,7.0,19.0,25.0,3.0,0.0,3.0,0.0,4.0,6.0,27.0,17.0,1.0,5.0,2.0,2.0,0.0,4.0,21.0,15.0,9.0,10.0,2.0,10.0,21.0,47.6,11.0,6.0,1.0,5.0,7.0,28,14.0,1.0,745.0,53.0,224.0,371.0,156.0,24.0,745.0,23.0,11.0,47.8,10.0,43.5,458.0,2672.0,1461.0,25.0,14.0,5.0,18.0,8.0,533.0,53.0,1.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,59.0,12.0,9.0,57.1,2023-02-13
Liverpool,17:30,Premier League,Matchweek 24,Sat,Away,W,2.0,0.0,0,0,Newcastle Utd,1.9,2.0,62.0,52758.0,Jordan Henderson,4-3-3,Anthony Taylor,2.0,13.0,7.0,53.8,0.15,0.29,16.4,1.0,0.0,0.0,1.9,0.14,0.1,0.1,4.0,0.0,4.0,100.0,1.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,6.0,15.6,28.1,7.0,14.3,29.4,14.0,2.0,14.3,2.0,16.0,559.0,645.0,86.7,10531.0,3217.0,219.0,239.0,91.6,277.0,301.0,92.0,59.0,89.0,66.3,2.0,1.9,1.9,12.0,40.0,10.0,3.0,54.0,608.0,37.0,6.0,6.0,6.0,19.0,15.0,7.0,0.0,3.0,0.0,0.0,10.0,23.0,17.0,2.0,2.0,1.0,0.0,1.0,4.0,14.0,7.0,8.0,5.0,1.0,9.0,30.0,30.0,21.0,11.0,3.0,8.0,4.0,18,22.0,0.0,744.0,73.0,256.0,337.0,155.0,22.0,744.0,17.0,9.0,52.9,7.0,41.2,509.0,1908.0,1013.0,19.0,6.0,7.0,14.0,3.0,559.0,54.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,47.0,5.0,11.0,31.3,2023-02-18
